HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,HouseAge,Garage,LocationScore,SchoolRating,CrimeRate,DistanceCity_km,Price
1258,4150,5,5,2,38,2,4,8,8,45,5719095
1259,2058,2,5,3,15,2,8,9,2,12,4888765
1260,1536,3,4,3,12,0,6,3,6,24,3572908
1261,2203,5,1,2,22,2,7,10,3,30,5177477
1262,4600,6,2,3,35,3,7,10,6,17,6244689
1263,2451,5,3,2,7,0,10,1,5,9,5328630
1264,4696,5,1,3,22,2,9,8,1,31,5447143
1265,846,2,3,3,11,1,8,2,9,43,2709174
1266,2547,3,4,3,20,1,2,2,2,15,3926882
1267,3972,6,5,1,26,0,8,9,9,40,6821664
1268,4419,2,2,1,27,0,1,9,10,45,2154638
1269,722,4,4,2,16,0,5,3,4,15,4227504
1270,1322,2,1,2,19,1,10,1,6,40,2421416
1271,4486,5,4,1,34,2,5,4,2,1,5442888
1272,2353,3,1,2,37,3,4,6,6,14,3291928
1273,4312,5,4,3,29,2,1,4,3,24,5366423
1274,1036,2,2,2,34,0,5,5,9,20,2021172
1275,1771,1,5,1,13,3,1,5,2,44,3411106
1276,2376,4,3,3,17,2,1,8,3,14,4711008
1277,4505,2,3,1,38,1,6,8,8,28,3164075
1278,1645,1,4,3,39,1,9,8,2,2,3242167
1279,4225,5,5,1,4,3,3,7,5,13,6191740
1280,4802,2,3,3,10,1,7,6,4,3,3946898
1281,1025,5,4,1,17,1,9,1,5,9,5597223
1282,3632,1,1,3,29,3,5,1,2,43,2247311
1283,4381,3,5,2,23,2,8,8,8,25,5538894
1284,2580,4,2,1,0,2,7,5,5,17,4594860
1285,4084,2,5,2,14,3,10,3,4,10,4893344
1286,4881,6,3,3,23,3,5,10,7,18,6289285
1287,741,5,3,3,26,0,8,7,8,26,4655778
1288,1380,6,2,3,15,1,10,9,6,13,5750841
1289,3934,6,3,2,10,3,8,2,3,3,6795276
1290,990,1,4,1,32,1,8,1,7,41,2630508
1291,1374,2,1,1,2,1,9,4,2,24,3099754
1292,4846,5,4,1,31,1,7,1,2,20,5369172
1293,3584,5,2,2,9,1,9,6,1,6,5914572
1294,4462,3,5,1,9,3,7,3,3,6,5194972
1295,1575,1,4,3,15,1,1,4,10,47,1874988
1296,845,2,5,3,11,1,5,3,3,43,3520249
1297,1070,6,3,2,23,2,3,9,1,15,5643818
1298,2104,1,4,3,38,0,3,2,1,32,2111339
1299,1158,6,2,2,32,0,3,9,9,10,4865496
1300,4083,5,5,2,12,0,7,6,9,48,5881940
1301,1710,4,4,3,28,0,4,6,3,10,4570660
1302,3493,3,4,3,11,0,8,7,3,44,4806584
1303,3428,2,4,2,27,2,7,10,2,37,4621830
1304,1254,3,1,1,11,3,1,4,5,48,2583205
1305,3021,3,3,3,23,2,7,2,3,13,4075006
1306,744,6,4,3,38,0,4,8,4,10,5549391
1307,1165,6,4,2,28,1,10,3,4,12,6043760
1308,4173,5,2,3,18,0,8,3,3,11,4912954
1309,872,6,4,1,26,3,5,4,3,39,5930454
1310,2820,3,1,1,24,1,1,10,2,34,2916043
1311,726,5,5,2,36,2,6,2,5,34,4920789
1312,1876,6,1,2,34,1,9,3,5,32,4864441
1313,1273,6,5,3,23,2,10,7,10,20,6493030
1314,4978,3,1,1,40,3,3,2,4,21,2753016
1315,1877,4,4,1,32,3,1,7,5,49,4183338
1316,949,6,3,2,22,0,7,6,6,2,5645287
1317,2599,4,2,3,35,2,10,3,4,47,4306002
1318,2832,1,5,2,2,0,1,8,6,32,2808360
1319,2124,3,1,3,21,3,4,9,10,32,3442150
1320,2428,2,2,1,16,1,3,6,1,4,2973711
1321,3991,2,3,2,14,3,1,4,5,36,3257912
1322,2503,1,1,2,21,2,6,5,10,12,1863711
1323,3580,3,3,3,16,0,7,1,10,6,3607406
1324,4084,1,1,2,24,1,5,3,6,50,1481673
1325,3512,5,5,1,4,3,8,1,4,17,6433883
1326,2921,5,1,2,14,3,5,7,5,47,4584967
1327,879,1,3,1,3,1,9,3,10,35,2491853
1328,913,5,1,1,3,0,8,3,6,16,4471928
1329,2760,4,4,3,23,0,6,2,4,35,4245125
1330,2819,6,1,1,12,2,1,6,6,4,5067330
1331,1948,4,3,1,35,1,8,4,3,8,4521167
1332,1572,1,5,3,23,0,7,2,3,24,3179284
1333,4174,2,2,1,2,1,4,9,7,16,3343487
1334,1789,3,2,2,9,1,7,7,2,33,3779563
1335,1473,6,4,3,40,1,6,1,9,21,5321421
1336,1855,3,5,3,0,1,6,8,3,38,4971004
1337,1711,1,2,2,12,1,5,7,3,37,2557627
1338,2777,4,3,2,33,1,9,10,3,15,5110672
1339,3512,2,5,2,27,2,2,3,9,36,3553487
1340,1885,4,2,3,16,2,4,4,4,33,4175146
1341,1888,5,5,1,18,2,6,3,6,34,5524282
1342,4056,3,2,1,4,1,6,4,3,43,3780931
1343,1503,5,5,2,11,1,9,6,4,27,6269481
1344,727,4,3,1,4,2,10,5,8,40,4903933
1345,2922,1,2,2,16,1,9,6,8,30,2959554
1346,1680,2,5,1,10,0,5,10,6,31,4264279
1347,4499,3,2,2,8,2,9,3,3,10,4338610
1348,3914,2,1,2,36,0,4,6,8,9,2012211
1349,4880,5,1,2,28,1,8,1,9,7,4130071
1350,2620,4,2,1,15,2,5,5,7,32,4260562
1351,2859,3,2,1,27,1,6,7,3,17,3943700
1352,3264,2,2,1,30,2,7,9,5,32,3326575
1353,2104,4,1,1,16,3,1,8,5,15,3940135
1354,4958,2,5,1,27,2,3,3,4,5,4147517
1355,1979,1,1,2,12,2,5,4,4,45,2184941
1356,4894,2,2,2,4,0,7,5,8,6,3002204
1357,4329,2,1,1,7,3,9,9,7,2,3975741
1358,4591,6,5,3,10,2,1,6,7,36,6390768
1359,4119,1,1,3,33,1,2,8,2,35,1605967
1360,3523,6,2,1,40,3,4,4,8,20,4748461
1361,4374,4,2,3,1,1,8,8,9,19,5206475
1362,4895,6,1,2,17,2,5,3,2,47,5226082
1363,825,2,4,3,4,0,1,3,1,24,2706958
1364,4045,6,2,1,40,0,1,3,8,22,3823160
1365,4169,1,5,1,31,0,3,4,3,3,2874508
1366,1217,2,2,1,27,2,7,1,9,46,2637005
1367,4288,4,3,1,11,0,10,1,10,37,4250892
1368,3279,5,3,1,9,1,2,8,5,44,5218852
1369,3087,3,3,1,14,1,6,10,4,2,4274037
1370,4409,4,1,2,8,1,3,6,8,1,3851021
1371,4661,2,2,1,35,3,6,10,8,37,3689905
1372,4572,1,4,3,18,1,5,5,7,16,3183391
1373,916,4,3,3,26,1,6,5,8,8,3965231
1374,2739,5,5,1,38,2,2,10,9,49,5575381
1375,1168,5,3,3,37,0,5,9,2,23,4560492
1376,3100,1,5,1,13,0,2,7,1,33,3074335
1377,1087,1,3,3,37,2,10,6,7,22,2669172
1378,4461,2,5,2,13,0,7,6,10,45,4193229
1379,1392,6,1,2,28,1,3,3,7,37,4004313
1380,4710,5,4,1,0,1,6,5,10,13,5963103
1381,1490,2,5,3,27,2,5,10,3,47,4401002
1382,4219,4,5,3,40,1,5,10,5,34,5180259
1383,1879,6,3,1,8,1,1,3,10,44,4850634
1384,3249,2,4,1,10,3,1,3,1,8,3967157
1385,1008,2,2,1,34,2,8,2,1,4,3187239
1386,4549,1,3,3,27,3,7,6,4,22,3651767
1387,1645,3,3,3,0,2,9,1,5,22,4010008
1388,4863,6,4,3,1,2,2,3,2,4,6048988
1389,4765,2,2,1,28,0,5,9,2,22,3111849
1390,650,2,1,2,5,0,6,6,9,25,2303713
1391,3471,3,1,2,31,0,4,10,2,48,3167501
1392,4920,2,1,2,27,0,1,2,4,43,1912338
1393,3156,1,3,3,4,1,8,8,3,8,3899386
1394,1152,3,4,2,14,3,10,2,9,36,4382222
1395,1072,6,5,1,7,2,6,6,1,9,6917704
1396,4410,1,4,2,18,0,10,10,10,31,3459737
1397,4846,1,1,2,23,3,10,5,5,37,3002251
1398,3298,3,2,2,8,3,8,4,4,26,4207994
1399,2961,2,5,1,30,0,10,9,8,6,4263091
1400,4237,4,5,1,39,2,7,7,9,20,5475768
1401,4328,1,5,1,10,3,9,9,9,40,4654321
1402,1513,2,1,2,39,0,10,2,7,20,2017215
1403,3688,3,2,3,9,3,5,2,1,29,4071493
1404,4158,4,1,2,7,3,5,8,6,6,4706286
1405,626,6,2,2,27,0,8,8,1,34,5202348
1406,4222,6,1,2,14,3,1,2,10,36,4517458
1407,4672,4,4,2,26,2,7,5,10,16,4829293
1408,1058,1,1,2,23,3,1,4,1,33,1800874
1409,1285,1,1,1,28,0,4,8,8,39,1361437
1410,3849,6,3,2,25,1,4,9,3,44,6072309
1411,1517,6,4,3,12,1,5,10,7,48,5939954
1412,1297,1,4,1,38,3,2,10,7,41,2644048
1413,3245,5,4,1,23,1,1,4,6,26,4604519
1414,972,6,2,2,10,0,2,3,4,39,4268731
1415,2009,2,4,3,30,0,1,10,3,11,3181293
1416,1116,2,4,1,1,3,2,1,7,25,2944376
1417,1726,5,5,1,16,0,9,6,3,27,6177834
1418,4391,1,4,1,16,2,7,5,6,19,3764973
1419,1293,3,4,1,37,0,9,9,10,19,3962305
1420,4540,3,4,2,2,1,10,1,4,36,4725999
1421,2452,2,1,1,40,1,5,2,2,4,2209547
1422,1884,1,3,2,28,3,10,3,8,40,3221719
1423,1687,1,5,1,40,1,3,5,9,9,2176158
1424,4984,5,5,2,35,2,1,5,1,9,5525190
1425,4591,5,3,2,9,0,5,4,5,41,5032716
1426,4228,2,4,2,34,1,5,2,8,36,3235311
1427,3592,2,4,1,27,1,8,1,3,6,3457315
1428,1489,1,1,2,5,0,1,5,9,49,859806
1429,2507,6,1,2,21,1,8,2,9,14,4502470
1430,2872,2,3,2,37,0,7,3,10,29,2538190
1431,4517,2,3,1,38,2,9,4,4,16,3595209
1432,3308,5,4,3,14,2,10,9,1,20,6628725
1433,2329,4,5,3,30,3,5,10,10,2,5306266
1434,3536,1,5,3,13,0,6,7,9,41,3058854
1435,2512,5,2,3,25,1,7,4,1,34,4658896
1436,1664,5,5,3,19,0,10,8,5,26,6074901
1437,3470,1,5,3,38,1,3,7,10,36,2977279
1438,3728,3,5,1,3,0,10,6,4,44,5097995
1439,636,6,3,2,23,2,7,6,9,25,5761460
1440,3923,4,2,2,15,2,5,10,5,27,4868321
1441,4661,5,3,3,23,0,9,3,10,50,4761742
1442,4246,5,4,2,27,1,6,8,2,19,6013201
1443,1885,3,2,3,12,2,10,1,5,22,3887547
1444,4471,3,4,2,28,2,7,4,2,48,4860218
1445,2954,4,5,2,29,2,9,5,9,16,5440243
1446,1173,3,3,3,13,3,2,8,8,48,3954609
1447,4417,1,1,2,16,2,9,2,7,42,2346457
1448,4210,5,4,3,1,3,5,3,3,38,5946576
1449,4838,1,3,2,14,1,2,1,6,14,2259543
1450,3126,2,1,2,12,3,1,3,3,33,2684340
1451,2737,2,5,1,22,1,1,7,8,33,3055158
1452,1289,5,4,3,19,1,9,1,2,14,5676957
1453,2299,4,5,1,11,1,7,9,1,28,6052189
1454,1130,4,3,1,14,3,9,4,10,37,4483905
1455,3090,2,2,3,34,1,8,8,4,29,3306522
1456,4385,4,1,3,34,0,9,4,4,48,4133748
1457,1187,3,5,3,6,1,10,5,4,41,4803938
1458,1475,1,2,2,23,1,5,3,9,14,1967616
1459,2737,5,5,2,5,1,2,5,7,47,5476437
1460,3911,4,5,1,21,0,8,10,8,7,5807711
1461,4339,1,2,3,25,1,6,8,4,40,2986303
1462,3557,5,2,1,2,3,7,1,5,46,5383327
1463,4429,6,2,1,2,2,9,2,3,2,6228005
1464,909,4,2,1,19,2,7,5,1,9,4199488
1465,3407,6,2,2,6,3,5,2,8,42,5219532
1466,2103,4,4,2,0,2,6,3,9,22,5030673
1467,2872,5,5,2,23,1,2,4,8,29,4915741
1468,3828,3,2,1,28,2,9,7,4,50,4031641
1469,4005,3,1,3,13,1,6,2,10,17,2743310
1470,704,6,2,2,15,1,7,4,5,7,5344896
1471,4474,1,1,1,17,2,10,5,7,11,2615712
1472,1509,6,3,1,0,0,8,7,6,43,6158038
1473,1475,3,3,2,34,2,8,10,8,4,4294618
1474,3221,1,2,3,6,0,7,7,4,38,2879390
1475,3008,3,4,3,24,3,4,8,5,38,4344580
1476,3205,3,3,3,27,3,9,7,7,18,4716905
1477,3598,3,3,3,7,1,1,7,6,2,3583178
1478,3248,4,4,3,13,0,2,9,7,38,4732729
1479,4110,6,5,1,23,0,4,1,1,36,5895597
1480,2278,2,5,1,39,3,1,3,4,43,3217357
1481,1941,2,3,2,39,3,5,4,5,36,3307913
1482,2661,4,2,1,32,0,6,5,7,49,3755030
1483,3105,2,5,3,1,2,7,5,7,40,4345985
1484,2981,5,5,1,19,3,5,6,9,9,5715781
1485,782,1,5,1,24,2,6,7,3,21,3511238
1486,3172,3,3,3,29,3,8,10,2,45,4728863
1487,4649,1,2,3,31,1,5,9,1,47,2919557
1488,4194,6,3,1,5,3,3,8,2,24,6582546
1489,780,2,5,3,37,2,1,1,5,22,2709081
1490,4851,5,2,2,19,1,9,9,5,28,5584295
1491,3772,5,3,2,11,3,7,1,8,15,5138910
1492,1910,4,1,1,0,0,1,4,2,44,3265170
1493,2842,4,4,3,27,2,7,5,4,47,4810521
1494,3360,5,3,1,17,2,8,5,9,19,5671982
1495,2810,3,2,2,11,0,8,2,1,2,3470064
1496,4778,5,3,2,13,3,4,5,2,44,5493625
1497,2625,6,3,3,9,3,3,6,10,14,5988345
1498,3156,5,1,1,17,0,7,6,4,10,4734066
1499,3072,4,3,3,10,0,10,4,3,26,4793162
1500,1261,3,4,2,34,3,9,4,3,6,4817983
1501,823,5,4,3,17,3,1,6,10,18,4751133
1502,4138,3,3,1,12,3,2,10,9,46,4374331
1503,1072,6,3,2,33,3,3,2,4,50,4793131
1504,2109,3,4,3,1,0,2,2,4,42,3270195
1505,2530,1,5,3,8,3,8,7,1,38,4640392
1506,3187,2,5,3,21,3,3,8,9,4,4276430
1507,4403,5,4,3,28,1,3,1,4,26,4910574
1508,4036,6,2,1,35,1,10,10,10,50,6093506
1509,4530,4,5,2,8,1,3,2,1,22,4947915
1510,1372,3,2,2,39,3,7,7,9,17,3307921
1511,4397,2,1,2,14,0,1,1,8,46,1477704
1512,3994,2,1,3,34,3,2,8,6,19,2879375
1513,4642,6,2,1,4,3,10,1,3,35,6250904
1514,2761,1,3,3,16,0,9,8,6,19,3134944
1515,3048,5,4,2,18,2,4,5,7,19,5374324
1516,1640,5,4,1,27,2,8,6,7,2,5740487
1517,1811,2,4,2,1,1,5,10,3,13,4277424
1518,1726,4,1,1,24,0,4,2,9,32,2468531
1519,626,6,1,1,2,2,7,9,10,27,5269326
1520,1808,1,4,2,13,1,8,8,4,50,3673742
1521,623,5,3,3,29,0,1,7,2,19,4508048
1522,3279,6,1,2,38,0,5,9,5,23,4945179
1523,4574,4,1,3,36,3,5,9,2,5,4631205
1524,2445,2,1,1,31,1,10,8,2,36,3052672
1525,3478,6,5,1,14,0,2,7,9,13,6068777
1526,2023,5,5,2,13,3,7,6,4,27,6454895
1527,2013,1,4,2,31,2,3,5,5,7,2850107
1528,4853,5,2,3,9,0,4,1,2,30,4595651
1529,1594,3,5,1,1,3,4,1,1,16,4714576
1530,4162,2,3,1,6,0,3,10,8,1,3552205
1531,4578,4,5,2,2,1,9,3,1,4,6235812
1532,4636,6,3,1,26,1,7,5,6,28,5721337
1533,3836,6,4,1,9,3,6,2,4,33,6749068
1534,3477,1,3,2,11,1,9,1,1,14,2930374
1535,3096,1,4,3,3,3,3,1,2,15,2936600
1536,3091,4,5,1,35,3,2,6,3,22,4997079
1537,4466,2,4,3,12,1,7,10,3,17,4576036
1538,2439,5,1,3,21,1,6,4,5,42,4079539
1539,2882,1,2,1,40,3,6,3,6,26,2312015
1540,4369,3,1,2,9,3,3,3,1,36,3812509
1541,812,6,1,1,29,3,1,5,3,44,4497477
1542,3409,1,4,2,18,2,2,3,9,37,2200087
1543,3528,6,1,2,37,3,7,1,10,34,4942130
1544,4253,5,1,1,14,2,7,6,1,33,5122525
1545,3616,6,1,2,23,3,7,8,5,28,5742690
1546,4052,5,4,2,2,3,8,10,6,45,6986535
1547,1943,6,3,3,14,0,6,2,7,31,5029206
1548,4840,5,3,2,7,1,3,3,10,34,5019288
1549,4320,2,4,3,38,2,9,9,6,25,4236396
1550,938,4,1,1,19,0,7,4,1,35,3514900
1551,2550,2,1,2,17,2,1,6,8,5,2199587
1552,1900,1,4,2,38,0,2,4,3,37,2257864
1553,1574,4,2,1,40,2,3,6,1,40,3997808
1554,2214,3,3,1,34,1,5,5,1,36,3948321
1555,3901,3,2,2,16,1,8,5,7,25,4101695
1556,2420,2,2,3,21,2,9,10,1,29,3905746
1557,4106,3,3,1,13,0,5,2,9,42,3398968
1558,3911,4,2,2,40,2,7,9,10,49,4237725
1559,3750,5,3,1,11,3,8,2,2,6,5851445
1560,2485,5,3,2,8,1,1,7,2,2,5274245
1561,2362,3,2,1,21,3,1,4,10,32,3078728
1562,1988,3,2,1,38,3,3,3,3,42,3186298
1563,2671,3,2,2,39,3,9,7,1,50,4464779
1564,2930,1,1,3,13,3,7,9,10,28,2885539
1565,895,3,5,3,0,2,1,2,2,38,4306221
1566,1200,2,2,2,27,1,2,10,6,39,2180714
1567,2029,4,5,1,35,1,10,7,1,7,5911875
1568,2873,6,4,3,24,3,8,5,6,13,6794762
1569,2239,6,3,1,30,2,4,9,3,32,6089104
1570,3603,5,1,3,40,3,7,8,1,43,5295978
1571,2672,6,4,3,23,3,7,6,6,23,6315809
1572,4948,5,5,2,9,3,6,10,10,36,6828981
1573,3649,6,5,1,4,1,10,8,9,46,7402123
1574,2856,1,2,2,23,0,7,10,2,30,2990802
1575,3973,2,2,3,16,0,1,9,2,25,2997535
1576,4019,5,2,3,25,2,6,4,7,16,4670335
1577,1153,5,4,2,37,1,4,4,7,30,4707925
1578,4849,5,2,3,31,1,3,10,7,30,4611203
1579,2261,6,3,1,2,0,4,9,4,28,6120174
1580,3597,3,3,2,10,2,2,10,6,30,3961976
1581,1752,1,3,1,12,1,10,2,10,38,2564757
1582,4331,3,3,1,11,0,4,9,4,11,4065615
1583,2042,5,4,1,5,2,5,8,4,16,6159732
1584,3396,6,3,1,10,2,9,10,7,26,6967642
1585,4745,5,1,2,34,1,3,9,7,31,4569258
1586,1764,5,3,3,13,2,10,9,5,43,6083190
1587,1793,6,1,3,23,0,3,6,9,6,4182337
1588,1266,5,4,3,0,0,6,4,7,33,4907005
1589,2358,2,3,2,38,2,4,5,5,17,2784183
1590,4389,2,1,2,4,1,3,9,4,5,3001465
1591,2174,2,1,2,34,2,5,7,4,49,2256638
1592,2391,4,1,1,1,3,9,8,3,14,4860979
1593,4416,1,1,1,9,1,2,7,7,22,1691570
1594,2015,4,2,3,36,2,3,8,5,47,3872486
1595,2318,2,2,2,11,3,4,6,2,1,3695348
1596,2701,2,1,2,2,2,2,1,4,23,2008156
1597,1461,2,1,2,24,2,5,9,5,15,2858122
1598,3099,3,5,2,11,1,2,3,9,28,3746516
1599,1529,6,3,3,32,3,6,5,8,12,5814592
1600,4712,2,5,2,22,3,5,2,5,35,3977950
1601,4377,4,2,1,17,0,6,8,9,40,4429183
1602,3973,5,3,3,13,2,6,10,10,48,5375090
1603,916,1,1,2,2,1,3,4,5,39,1572086
1604,3855,6,2,1,24,1,3,2,4,22,4705780
1605,1041,1,5,3,31,0,10,4,7,25,3346030
1606,1225,1,1,3,18,0,6,4,3,33,1399753
1607,1413,3,4,1,3,3,7,1,9,41,4133308
1608,2619,4,5,3,40,3,2,9,4,2,5156786
1609,3997,6,2,2,5,3,6,6,1,36,6552393
1610,3819,3,2,2,30,2,8,10,6,8,4427403
1611,1174,5,2,3,15,0,7,1,6,2,4088097
1612,624,5,5,1,23,1,4,3,5,9,5050789
1613,1200,3,1,3,3,1,2,10,7,49,3005029
1614,2631,4,1,1,8,2,5,10,3,30,4325912
1615,2845,2,1,1,28,1,8,9,10,26,2618338
1616,3999,3,4,1,31,1,3,4,8,5,3596421
1617,4375,2,1,1,13,3,7,6,6,44,3622383
1618,2697,6,5,3,15,0,2,3,2,31,5667250
1619,1077,3,5,3,11,0,3,4,8,9,3539346
1620,1093,6,1,1,19,2,3,9,6,13,4899989
1621,3281,1,1,3,13,0,8,4,5,40,2189333
1622,2156,2,2,2,6,2,2,7,1,38,3270455
1623,1561,1,5,3,14,3,2,6,5,37,3452287
1624,1472,6,4,1,21,0,2,1,1,14,5298234
1625,3940,5,3,1,13,1,1,2,2,38,4490184
1626,4282,2,1,3,21,3,2,9,3,31,2830941
1627,1054,2,5,1,17,1,7,4,1,8,3998331
1628,2694,3,2,3,20,3,10,10,7,22,4839661
1629,1310,3,5,2,23,0,5,8,2,22,4396043
1630,4900,2,4,3,25,2,3,10,7,14,3862742
1631,2349,1,2,1,24,0,8,4,1,11,2660528
1632,3608,4,5,3,29,1,5,2,8,50,4692929
1633,739,4,3,2,11,2,1,8,10,28,3909938
1634,1479,6,1,3,22,1,1,6,4,1,4623221
1635,1101,3,2,3,13,2,7,2,3,44,3271725
1636,3978,4,3,1,3,1,9,8,6,19,5188552
1637,3852,3,2,1,10,3,2,3,9,27,3629509
1638,1769,3,1,1,38,3,3,6,7,1,2812512
1639,4450,6,1,1,20,2,6,9,6,41,5647889
1640,4064,5,2,3,36,2,9,7,2,47,5369521
1641,2193,6,4,2,26,0,5,2,10,3,5374791
1642,775,5,1,2,40,1,9,5,9,29,3754755
1643,2699,3,5,3,8,0,7,5,7,8,4934787
1644,1515,1,5,2,0,0,8,10,6,50,3649526
1645,4470,3,1,1,11,0,9,7,1,36,3919286
1646,2583,2,3,2,13,0,2,9,6,16,2890917
1647,4129,6,1,3,13,2,10,2,8,46,5425642
1648,1894,4,4,2,22,1,9,8,7,37,5229344
1649,1877,1,1,3,33,2,3,2,6,18,1458472
1650,4605,4,4,2,14,1,8,10,9,16,5862558
1651,2537,4,4,2,38,2,3,9,9,25,4233292
1652,3581,5,5,1,9,3,7,3,10,27,6279403
1653,3858,3,4,2,29,2,1,9,4,44,4101159
1654,2953,6,5,1,21,2,4,7,8,2,6468130
1655,1318,1,4,1,19,2,1,7,2,2,2975928
1656,2792,6,5,1,16,0,4,4,6,42,5968312
1657,3555,5,2,1,6,2,1,8,1,36,5000604
1658,4706,6,1,3,26,3,7,1,6,23,5234376
1659,1514,1,3,2,27,2,7,7,5,48,2938016
1660,3613,2,1,2,20,1,8,4,7,43,2702859
1661,1592,5,4,1,17,1,8,7,1,38,5618471
1662,4492,5,4,2,36,0,6,9,5,20,5433832
1663,4796,4,1,1,26,2,9,2,3,30,4497675
1664,3186,6,1,3,7,3,8,9,3,15,6434295
1665,1471,4,2,2,27,0,6,7,2,26,3752244
1666,2165,2,5,2,17,2,9,6,1,42,4446690
1667,1934,4,2,1,30,1,5,3,6,41,3661351
1668,4018,1,5,2,32,0,4,4,4,29,2915283
1669,3767,2,2,3,15,1,10,10,5,31,4099211
1670,3824,5,2,3,37,3,10,9,2,48,5740480
1671,2965,2,3,2,36,0,10,5,2,38,3202299
1672,3671,5,5,3,12,3,1,6,6,26,5682844
1673,3885,6,2,1,30,1,5,3,7,14,5074361
1674,929,1,2,3,25,2,5,2,10,24,1822277
1675,4554,2,4,3,27,1,10,1,6,31,3720365
1676,3855,5,4,1,28,3,5,8,2,25,6193906
1677,3662,4,5,3,18,0,5,1,1,45,4839236
1678,3287,2,2,2,9,3,7,2,6,48,3518988
1679,2057,5,2,1,7,3,8,5,8,29,5574088
1680,2720,4,2,3,9,1,1,1,10,24,3012430
1681,4585,3,2,2,31,1,1,10,6,46,3239483
1682,4492,1,2,2,29,2,5,8,7,45,2500445
1683,3026,5,4,3,18,2,10,3,3,4,6343180
1684,4788,6,4,3,22,3,6,6,1,25,6638170
1685,1672,4,5,3,21,3,6,8,5,47,5408822
1686,4556,6,4,3,39,0,6,3,1,4,6100588
1687,3004,2,1,2,27,3,4,7,3,33,2878937
1688,1009,2,1,2,16,0,10,8,6,9,2729229
1689,3374,6,5,2,21,3,6,10,4,15,7348856
1690,2154,4,3,2,40,0,2,2,4,39,2970998
1691,2399,5,3,1,16,3,9,3,10,48,5593148
1692,4397,1,1,1,28,3,3,4,6,26,1677571
1693,1943,2,3,2,18,0,1,4,9,21,2270667
1694,1484,5,2,1,11,3,1,2,6,26,4342419
1695,2724,5,5,2,34,3,8,10,7,24,6584873
1696,1759,4,2,2,14,3,7,5,7,38,4356830
1697,1519,1,5,2,33,0,5,8,6,40,2588552
1698,2936,2,1,3,2,0,7,5,3,32,2899676
1699,1360,2,1,3,16,0,5,2,8,19,1986446
1700,4961,6,4,1,33,2,6,9,2,48,6742733
1701,3887,2,1,1,39,3,1,9,5,18,2545485
1702,1543,1,4,1,13,0,1,10,8,16,2264085
1703,4725,3,1,2,3,2,7,7,2,35,4122439
1704,976,3,1,1,33,1,8,9,4,6,3323612
1705,1290,1,2,2,19,2,10,4,8,34,2369855
1706,2769,2,3,3,38,0,10,4,5,38,2937574
1707,4140,3,3,3,22,1,2,8,7,26,3523366
1708,706,1,1,2,28,2,5,5,1,31,1920636
1709,2366,2,1,2,35,0,9,10,2,28,2760498
1710,661,2,3,1,38,0,6,9,2,13,3174663
1711,2603,4,3,1,23,3,7,1,8,20,4365868
1712,616,1,1,3,14,0,5,4,7,28,1467442
1713,1130,5,1,3,27,2,6,8,10,7,4514097
1714,3486,2,3,1,14,0,6,6,1,16,3600367
1715,1806,4,5,1,22,2,4,7,2,19,5170305
1716,2775,1,4,3,7,1,2,9,8,46,2819368
1717,1207,6,3,3,27,3,2,8,8,13,5480165
1718,3756,2,1,1,13,3,7,10,2,43,3918801
1719,1777,6,4,1,31,3,6,6,6,19,6014767
1720,4684,2,5,2,30,0,8,5,1,8,4220931
1721,4894,6,1,2,34,1,8,7,8,50,4977708
1722,2634,1,2,1,16,0,9,4,5,6,2574058
1723,3862,2,1,3,35,1,1,2,3,43,1734032
1724,804,1,1,3,20,0,6,2,4,5,1571548
1725,1911,5,1,2,16,3,5,1,6,37,4019841
1726,3364,3,4,1,21,0,3,7,9,48,3490316
1727,4786,6,1,2,17,0,8,9,7,5,5382565
1728,4737,3,3,2,22,2,10,7,6,8,5024363
1729,665,6,5,3,11,1,1,9,2,6,6293167
1730,1948,2,5,1,31,2,4,2,10,26,2973191
1731,4177,1,4,1,23,1,3,4,2,42,2534917
1732,2843,1,2,1,2,3,1,7,1,44,2730326
1733,2219,4,5,2,10,3,2,4,3,14,5479394
1734,2014,5,2,3,34,0,7,6,9,49,4332401
1735,4620,5,2,3,17,3,6,8,8,11,5347688
1736,3747,4,3,1,9,1,9,4,8,45,5026202
1737,3540,2,2,3,12,0,10,8,3,21,4002454
1738,1355,1,3,3,36,0,2,5,2,50,1822511
1739,3288,3,5,2,9,3,8,9,9,1,5726105
1740,1575,2,4,2,29,2,10,10,1,37,4720183
1741,3743,3,2,1,37,3,5,3,3,15,3584292
1742,2080,1,2,1,26,2,8,2,9,46,1968766
1743,1466,5,1,3,8,2,7,1,10,39,3914637
1744,4814,2,5,1,29,2,4,4,9,15,3556886
1745,4767,3,5,1,32,1,8,1,10,21,4284800
1746,2179,5,4,1,26,0,6,8,3,36,5581297
1747,3963,1,4,3,9,3,6,9,10,11,3910606
1748,1646,6,2,1,22,3,3,6,8,39,5051780
1749,3587,5,5,2,35,2,8,9,8,44,6371069
1750,4529,1,4,3,30,2,4,7,2,22,3291807
1751,2391,3,2,2,15,3,6,7,10,9,4061439
1752,821,5,1,3,19,1,1,1,5,22,3356766
1753,932,4,2,2,8,1,1,7,8,24,3365485
1754,2266,4,5,3,0,3,7,8,8,16,6020329
1755,2931,1,1,2,40,1,4,4,7,32,977247
